business_id,date,ViolationTypeID,risk_category,description,business_name,business_address,business_city,business_state,inspection_id,inspection_date,inspection_type
2893,20160705,103154,Low Risk,Unclean or degraded floors walls or ceilings,FOREIGN CINEMA,2534 MISSION St,San Francisco,CA,2893_20170919,2017-09-19,Routine - Unscheduled
33527,20140609,103103,High Risk,High risk food holding temperature,Popeyes Chicken & Biscuits,1426 Fillmore St Space T,San Francisco,CA,33527_20180116,2018-01-16,Complaint
5521,20141025,103150,Low Risk,Improper or defective plumbing,AT&T - (J-2A) BEN & JERRY'S,24 Willie Mays Pl,San Francisco,CA,5521_20180928,2018-09-28,Routine - Unscheduled
2233,20150121,103142,Low Risk,Unclean nonfood contact surfaces,The AA Bakery & Cafe,1068 Stockton St,San Francisco,CA,2233_20190708,2019-07-08,Routine - Unscheduled
827,20141204,103142,Low Risk,Unclean nonfood contact surfaces,TAQUERIA EL FAROLITO NO. 2,4817 MISSION St,San Francisco,CA,827_20170302,2017-03-02,Routine - Unscheduled
37688,20160726,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Peet's Coffee & Tea,370 04th St,San Francisco,CA,37688_20190604,2019-06-04,Routine - Unscheduled
3858,20150520,103103,High Risk,High risk food holding temperature,HUNAN RESTAURANT,110 NATOMA St,San Francisco,CA,3858_20180501,2018-05-01,Routine - Unscheduled
7661,20150825,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,DONA TERE'S MARKET,2780 21st St,San Francisco,CA,7661_20170719,2017-07-19,Routine - Unscheduled
57630,20160914,103156,Low Risk,Permit license or inspection report not posted,The Dry Dock,2118 Greenwich St,San Francisco,CA,57630_20180209,2018-02-09,Routine - Unscheduled
2836,20160928,103154,Low Risk,Unclean or degraded floors walls or ceilings,Hard Rock Cafe,Pier 39  Building Q1,San Francisco,CA,2836_20180612,2018-06-12,Routine - Unscheduled
3267,20160719,103156,Low Risk,Permit license or inspection report not posted,The Olive Garden Italian,3251 20th Ave,San Francisco,CA,3267_20180510,2018-05-10,Routine - Unscheduled
403,20150723,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,HAAGEN-DAZS #561,865 MARKET St,San Francisco,CA,403_20180430,2018-04-30,Routine - Unscheduled
35591,20160823,103125,Moderate Risk,Noncompliance with shell fish tags or display,The Monk's Kettle,3141 16TH St,San Francisco,CA,35591_20180109,2018-01-09,Routine - Unscheduled
4672,20140624,103133,Moderate Risk,Foods not protected from contamination,IRVING SEAFOOD MARKET,2130 IRVING St,San Francisco,CA,4672_20171120,2017-11-20,Routine - Unscheduled
2156,20150723,103131,Moderate Risk,Moderate risk vermin infestation,GOAT HILL PIZZA,300 CONNECTICUT St,San Francisco,CA,2156_20171121,2017-11-21,Routine - Unscheduled
63757,20141113,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Ajisen Ramen,865 Market St #STC-12,San Francisco,CA,63757_20180108,2018-01-08,Routine - Unscheduled
2743,20141028,103120,Moderate Risk,Moderate risk food holding temperature,NOAH'S NEW YORK BAGELS #2147,2300 16 th St,San Francisco,CA,2743_20190111,2019-01-11,Routine - Unscheduled
7493,20140924,103145,Low Risk,Improper storage of equipment utensils or linens,MR. PICKLE'S SANDWICH SHOP,3380 20th St,San Francisco,CA,7493_20170517,2017-05-17,Routine - Unscheduled
3272,20151023,103120,Moderate Risk,Moderate risk food holding temperature,Cigar Bar and Grill,850 Montgomery St,San Francisco,CA,3272_20190430,2019-04-30,Routine - Unscheduled
34221,20160720,103144,Low Risk,Unapproved or unmaintained equipment or utensils,"Campton Place SF, A Taj Hotel-Restaurant",340 Stockton St,San Francisco,CA,34221_20180501,2018-05-01,Routine - Unscheduled
59828,20160711,103120,Moderate Risk,Moderate risk food holding temperature,Tip Top Market,84 Turk St,San Francisco,CA,59828_20190820,2019-08-20,Routine - Unscheduled
5854,20150310,103131,Moderate Risk,Moderate risk vermin infestation,Gateway High/Kip Schools,1430 Scott St,San Francisco,CA,5854_20180227,2018-02-27,Routine - Unscheduled
2933,20160802,103161,Low Risk,Low risk vermin infestation,Castagnola's Restaurant,286 Jefferson St,San Francisco,CA,2933_20180208,2018-02-08,Routine - Unscheduled
64835,20150922,103131,Moderate Risk,Moderate risk vermin infestation,Jane,2123 Fillmore St,San Francisco,CA,64835_20161024,2016-10-24,Routine - Unscheduled
3578,20150323,103154,Low Risk,Unclean or degraded floors walls or ceilings,Neiman Marcus - Rotunda,150 Stockton St,San Francisco,CA,3578_20170322,2017-03-22,Routine - Unscheduled
61056,20160914,103120,Moderate Risk,Moderate risk food holding temperature,Town School For Boys,2750 JACKSON St,San Francisco,CA,61056_20170905,2017-09-05,Routine - Unscheduled
1579,20150408,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Nick's Lighthouse,Foot of Taylor St 5,San Francisco,CA,1579_20171211,2017-12-11,Routine - Unscheduled
36589,20150528,103154,Low Risk,Unclean or degraded floors walls or ceilings,Catering With Style,2800 BRYANT St,San Francisco,CA,36589_20180604,2018-06-04,Routine - Unscheduled
64154,20160927,103103,High Risk,High risk food holding temperature,"Yummy Dim Sum & Fast Food, LLC",930 Stockton St,San Francisco,CA,64154_20171109,2017-11-09,Routine - Unscheduled
62277,20150414,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Tacos San Buena,16th & Shotwell St,San Francisco,CA,62277_20180221,2018-02-21,Routine - Unscheduled
2292,20160126,103103,High Risk,High risk food holding temperature,ORIENTAL SEAFOOD RESTAURANT,2520 NORIEGA St,San Francisco,CA,2292_20161130,2016-11-30,Routine - Unscheduled
3190,20140203,103131,Moderate Risk,Moderate risk vermin infestation,NORIEGA TERIYAKI HOUSE,1755 NORIEGA St,San Francisco,CA,3190_20190110,2019-01-10,Routine - Unscheduled
552,20140805,103132,Moderate Risk,Improper thawing methods,Loi's Vietnamese Restaurant,2228 Irving St,San Francisco,CA,552_20170815,2017-08-15,Routine - Unscheduled
3082,20150326,103148,Low Risk,No thermometers or uncalibrated thermometers,ONE MARKET RESTAURANT,1 MARKET St,San Francisco,CA,3082_20180124,2018-01-24,Routine - Unscheduled
32872,20141008,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Matador,679 Sutter St,San Francisco,CA,32872_20170209,2017-02-09,Routine - Unscheduled
874,20141226,103114,High Risk,High risk vermin infestation,Pancho's Salsa Bar & Grill,1639 Polk St,San Francisco,CA,874_20170908,2017-09-08,Routine - Unscheduled
32919,20150930,103154,Low Risk,Unclean or degraded floors walls or ceilings,New Princess Market,500 Eddy St,San Francisco,CA,32919_20180501,2018-05-01,Routine - Unscheduled
3738,20160829,103120,Moderate Risk,Moderate risk food holding temperature,CINDERELLA BAKERY & CAFE,0436 BALBOA St,San Francisco,CA,3738_20190312,2019-03-12,Routine - Unscheduled
32925,20150428,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Papalote,3409 24th St,San Francisco,CA,32925_20170810,2017-08-10,Routine - Unscheduled
4777,20160824,103131,Moderate Risk,Moderate risk vermin infestation,SOUTH BEACH CAFE,800 EMBARCADERO St,San Francisco,CA,4777_20190212,2019-02-12,Routine - Unscheduled
63169,20140702,103156,Low Risk,Permit license or inspection report not posted,Grand Coffee,2663 Mission St,San Francisco,CA,63169_20180717,2018-07-17,Routine - Unscheduled
18767,20160923,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Wonderful Dessert & Cafe,2035 IRVING St,San Francisco,CA,18767_20170906,2017-09-06,Routine - Unscheduled
268,20160725,103109,High Risk,Unclean or unsanitary food contact surfaces,LOS HERMANOS,2026 CHESTNUT St,San Francisco,CA,268_20190813,2019-08-13,Routine - Unscheduled
2737,20150622,103147,Low Risk,Inadequate ventilation or lighting,CAFFE' ROMA,885 Bryant St,San Francisco,CA,2737_20170725,2017-07-25,Routine - Unscheduled
5796,20160928,103139,Low Risk,Improper food storage,APTOS MIDDLE SCHOOL,105 APTOS Ave,San Francisco,CA,5796_20170825,2017-08-25,Routine - Unscheduled
7087,20140702,103141,Low Risk,Improper food labeling or menu misrepresentation,VALENCIA FARMER'S MARKET,1299 VALENCIA St,San Francisco,CA,7087_20180308,2018-03-08,Routine - Unscheduled
1619,20160628,103157,Low Risk,Food safety certificate or food handler card not available,BENDERS BAR & GRILL,800-806 SOUTH VAN NESS Ave,San Francisco,CA,1619_20180403,2018-04-03,Routine - Unscheduled
816,20141103,103109,High Risk,Unclean or unsanitary food contact surfaces,B & J QUARTER POUNDER BURGERS,6202 03rd St,San Francisco,CA,816_20181127,2018-11-27,Routine - Unscheduled
25161,20160408,103154,Low Risk,Unclean or degraded floors walls or ceilings,Westin St Francis - Main Kitchen,335 Powell St 2nd Floor,San Francisco,CA,25161_20190610,2019-06-10,Routine - Unscheduled
2638,20160104,103145,Low Risk,Improper storage of equipment utensils or linens,SF BAGEL CO. (KATZ BAGELS),3147 16th St,San Francisco,CA,2638_20180830,2018-08-30,Routine - Unscheduled
102,20140507,103109,High Risk,Unclean or unsanitary food contact surfaces,Akiko's Sushi Bar,542A Mason St,San Francisco,CA,102_20180302,2018-03-02,Routine - Unscheduled
27350,20160926,103152,Low Risk,Unclean unmaintained or improperly constructed toilet facilities,18th Street Commissary,3334 18th St,San Francisco,CA,27350_20190627,2019-06-27,Routine - Unscheduled
3429,20131030,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,"Safeway Stores, Inc. #1206",350 Bay St,San Francisco,CA,3429_20171121,2017-11-21,Routine - Unscheduled
25167,20160622,103132,Moderate Risk,Improper thawing methods,Glaze Donuts,4499 Mission St A,San Francisco,CA,25167_20161208,2016-12-08,Routine - Unscheduled
3256,20161005,103114,High Risk,High risk vermin infestation,"Connection, The",5740 MISSION St,San Francisco,CA,3256_20161005,2016-10-05,Routine - Unscheduled
1692,20160809,103118,Moderate Risk,Employee eating or smoking,Plouf,40 Belden Pl,San Francisco,CA,1692_20181030,2018-10-30,Routine - Unscheduled
23273,20150527,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Mike Market,2200 SILVER Ave,San Francisco,CA,23273_20171218,2017-12-18,Routine - Unscheduled
1021,20160819,103105,High Risk,Improper cooling methods,LA SANTANECA DE LA MISSION,2815 MISSION St,San Francisco,CA,1021_20170912,2017-09-12,Routine - Unscheduled
639,20160913,103150,Low Risk,Improper or defective plumbing,Swan Oyster Depot,1517 Polk St,San Francisco,CA,639_20190917,2019-09-17,Routine - Unscheduled
7243,20131218,103143,Low Risk,Inadequate warewashing facilities or equipment,CASA LUCAS #3,4555 MISSION St,San Francisco,CA,7243_20190220,2019-02-20,Routine - Unscheduled
628,20140609,103142,Low Risk,Unclean nonfood contact surfaces,EL BURRITO EXPRESS #2,1812 DIVISADERO St,San Francisco,CA,628_20180504,2018-05-04,Routine - Unscheduled
1347,20150410,103144,Low Risk,Unapproved or unmaintained equipment or utensils,CREPES ON COLE,100 CARL St,San Francisco,CA,1347_20190507,2019-05-07,Routine - Unscheduled
4502,20140501,103162,Low Risk,Other low risk violation,LA LOMA PRODUCE #7,2695 San Bruno Ave,San Francisco,CA,4502_20161102,2016-11-02,Routine - Unscheduled
2523,20160817,103143,Low Risk,Inadequate warewashing facilities or equipment,VENICE PIZZA AND RESTAURANT,5228 MISSION St,San Francisco,CA,2523_20170802,2017-08-02,Routine - Unscheduled
1757,20160804,103131,Moderate Risk,Moderate risk vermin infestation,Dar Bar Pakistani/Indian Cusine,1412 Polk St,San Francisco,CA,1757_20190416,2019-04-16,Routine - Unscheduled
61856,20141114,103145,Low Risk,Improper storage of equipment utensils or linens,Yoppi Yogurt,101 California St,San Francisco,CA,61856_20180523,2018-05-23,Routine - Unscheduled
34611,20141007,103120,Moderate Risk,Moderate risk food holding temperature,Napoleon Super Bakery Corp,1049 Stockton St,San Francisco,CA,34611_20170801,2017-08-01,Routine - Unscheduled
5998,20160321,103161,Low Risk,Low risk vermin infestation,CENTRO LATINO DE SAN FRANCISCO,1656 15th St,San Francisco,CA,5998_20180409,2018-04-09,Routine - Unscheduled
62779,20150706,103139,Low Risk,Improper food storage,SF Third Street Shell,551 03rd St,San Francisco,CA,62779_20180614,2018-06-14,Routine - Unscheduled
39176,20141030,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Crave,2164 Polk St,San Francisco,CA,39176_20171219,2017-12-19,Routine - Unscheduled
1912,20160829,103105,High Risk,Improper cooling methods,Cafe Bakery,1345 Noriega St,San Francisco,CA,1912_20180314,2018-03-14,Routine - Unscheduled
5926,20151112,103109,High Risk,Unclean or unsanitary food contact surfaces,"SAN FRANCISCO SCHOOL, THE",300 GAVEN St,San Francisco,CA,5926_20181018,2018-10-18,Routine - Unscheduled
36614,20150626,103125,Moderate Risk,Noncompliance with shell fish tags or display,Poesia,4072 18th St,San Francisco,CA,36614_20180725,2018-07-25,Routine - Unscheduled
470,20160920,103139,Low Risk,Improper food storage,Franchino,347 Columbus Ave,San Francisco,CA,470_20180523,2018-05-23,Routine - Unscheduled
2252,20140811,103120,Moderate Risk,Moderate risk food holding temperature,Niji Japanese Grille,50 Post St Space #53,San Francisco,CA,2252_20190715,2019-07-15,Routine - Unscheduled
3056,20150109,103103,High Risk,High risk food holding temperature,MASON DINER,320 Mason St,San Francisco,CA,3056_20170217,2017-02-17,Routine - Unscheduled
2428,20160915,103131,Moderate Risk,Moderate risk vermin infestation,LA GALLINITA,2989 24th St,San Francisco,CA,2428_20170724,2017-07-24,Routine - Unscheduled
59422,20141009,103157,Low Risk,Food safety certificate or food handler card not available,Aveline / The European,490 Geary St,San Francisco,CA,59422_20171127,2017-11-27,Routine - Unscheduled
6564,20160729,103120,Moderate Risk,Moderate risk food holding temperature,HWA LEI MARKET,2970 A 16th St,San Francisco,CA,6564_20180522,2018-05-22,Routine - Unscheduled
40216,20160914,103103,High Risk,High risk food holding temperature,Kuishinbo,22 Peace Plaza #535,San Francisco,CA,40216_20180717,2018-07-17,Routine - Unscheduled
7761,20141006,103154,Low Risk,Unclean or degraded floors walls or ceilings,LELENITA'S CAKES,3743 MISSION St,San Francisco,CA,7761_20180103,2018-01-03,Routine - Unscheduled
7655,20160913,103154,Low Risk,Unclean or degraded floors walls or ceilings,H&W Market,801 HAYES St,San Francisco,CA,7655_20180920,2018-09-20,Routine - Unscheduled
63713,20141027,103133,Moderate Risk,Foods not protected from contamination,Superb Garden Grocery,2433 Noriega St,San Francisco,CA,63713_20171215,2017-12-15,Routine - Unscheduled
95,20160718,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,VEGA PIZZERIA,419 CORTLAND Ave,San Francisco,CA,95_20190812,2019-08-12,Routine - Unscheduled
1741,20150223,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Osha Thai Noodle Cafe,696 Geary St,San Francisco,CA,1741_20190115,2019-01-15,Complaint
1249,20160926,103139,Low Risk,Improper food storage,KABABAYAN FAST FOOD,2706 MISSION St,San Francisco,CA,1249_20180515,2018-05-15,Routine - Unscheduled
24572,20140610,103114,High Risk,High risk vermin infestation,S & T Hong Kong Seafood,2588 Noriega St,San Francisco,CA,24572_20190716,2019-07-16,Routine - Unscheduled
2942,20160815,103132,Moderate Risk,Improper thawing methods,Whole Foods Market,1765 CALIFORNIA St,San Francisco,CA,2942_20190111,2019-01-11,Routine - Unscheduled
64057,20150311,103133,Moderate Risk,Foods not protected from contamination,Ragazza,311 DIVISADERO St,San Francisco,CA,64057_20180618,2018-06-18,Routine - Unscheduled
62462,20150721,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Gateway Croissants,390 GOLDEN GATE Ave,San Francisco,CA,62462_20171023,2017-10-23,Routine - Unscheduled
1262,20150805,103145,Low Risk,Improper storage of equipment utensils or linens,NORTH BEACH PIZZA,800 STANYAN St,San Francisco,CA,1262_20171215,2017-12-15,Routine - Unscheduled
854,20140903,103142,Low Risk,Unclean nonfood contact surfaces,Firenze By Night,1421 Stockton St,San Francisco,CA,854_20180816,2018-08-16,Routine - Unscheduled
4483,20160920,103156,Low Risk,Permit license or inspection report not posted,NOE BAGEL,3933 24th St,San Francisco,CA,4483_20171201,2017-12-01,Routine - Unscheduled
34458,20160822,103120,Moderate Risk,Moderate risk food holding temperature,Ayola,327 Kearny St,San Francisco,CA,34458_20190204,2019-02-04,Routine - Unscheduled
2659,20140825,103154,Low Risk,Unclean or degraded floors walls or ceilings,HUNAN CHEF,525 CORTLAND Ave,San Francisco,CA,2659_20170306,2017-03-06,Routine - Unscheduled
2749,20140827,103154,Low Risk,Unclean or degraded floors walls or ceilings,TAQUERIA CANCUN,3211 MISSION St,San Francisco,CA,2749_20161128,2016-11-28,Routine - Unscheduled
64116,20140813,103139,Low Risk,Improper food storage,Arizmendi Bakery,1268 Valencia St,San Francisco,CA,64116_20170626,2017-06-26,Complaint
